"","t_stat_NTC","t_stat_SCZ","p_value_NTC","p_value_SCZ","fdr_NTC","fdr_SCZ","logFC_NTC","logFC_SCZ","ensembl","gene"
"A2M",2.00319256719517,-2.00319256719517,0.0614883725056662,0.0614883725056662,0.25550455571556,0.25550455571556,0.38446113332764,-0.38446113332764,"ENSG00000175899","A2M"
"ABCA2",1.05058493306911,-1.05058493306911,0.30826365829985,0.30826365829985,0.476696378814201,0.476696378814202,0.126559704271251,-0.126559704271251,"ENSG00000107331","ABCA2"
"ABCG2",2.73386497663363,-2.73386497663363,0.0142064102325263,0.0142064102325263,0.182432913737415,0.182432913737415,0.528422700268273,-0.528422700268273,"ENSG00000118777","ABCG2"
"ACO1",0.540391461060902,-0.540391461060902,0.595988627553161,0.595988627553161,0.70951027089662,0.70951027089662,0.0600919331095932,-0.0600919331095932,"ENSG00000122729","ACO1"
"ACTA2",0.827301858448322,-0.827301858448322,0.419612577637635,0.419612577637635,0.572198969505866,0.572198969505867,0.0975741109280947,-0.0975741109280947,"ENSG00000107796","ACTA2"
"ACY3",-1.90901881775004,1.90901881775004,0.0734163065880089,0.073416306588009,0.25610339507445,0.25610339507445,-0.789752527920933,0.789752527920933,"ENSG00000132744","ACY3"
"ADAM28",-1.47121374525663,1.47121374525663,0.159636946423148,0.159636946423148,0.347586525814685,0.347586525814686,-0.552152187946303,0.552152187946303,"ENSG00000042980","ADAM28"
"ADCYAP1",-1.06839886039381,1.06839886039381,0.300387810505552,0.300387810505552,0.470460871905669,0.470460871905669,-0.23886054385039,0.238860543850391,"ENSG00000141433","ADCYAP1"
"ADCYAP1R1",-0.669317020102852,0.669317020102853,0.512348214947143,0.512348214947143,0.654061550996353,0.654061550996353,-0.0730556662880359,0.0730556662880359,"ENSG00000078549","ADCYAP1R1"
"ADIRF",-2.87830168761392,2.87830168761392,0.0104893169975248,0.0104893169975248,0.182432913737415,0.182432913737415,-0.777448695100499,0.777448695100498,"ENSG00000148671","ADIRF"
"AIF1",-1.99773380321456,1.99773380321456,0.0621289811862477,0.0621289811862478,0.25550455571556,0.25550455571556,-0.464301971708114,0.464301971708114,"ENSG00000204472","AIF1"
"AJ009632.2",-1.16231045964872,1.16231045964872,0.261285839703191,0.261285839703191,0.437909228552834,0.437909228552834,-0.267550645179637,0.267550645179637,"ENSG00000229425","AJ009632.2"
"AK5",2.17708892865039,-2.17708892865039,0.0439658720789841,0.0439658720789841,0.23608766701332,0.23608766701332,0.41046817101128,-0.41046817101128,"ENSG00000154027","AK5"
"AKAP8L",0.598197925089159,-0.598197925089159,0.557652710994426,0.557652710994426,0.677310985013472,0.677310985013472,0.072919996255758,-0.072919996255758,"ENSG00000011243","AKAP8L"
"AKT1",1.02107242073586,-1.02107242073586,0.32163741639193,0.32163741639193,0.487277520146549,0.487277520146549,0.0993297345967922,-0.0993297345967923,"ENSG00000142208","AKT1"
"ALCAM",1.85615950469191,-1.85615950469191,0.0809806709556136,0.0809806709556136,0.257535301588258,0.257535301588258,0.338378551276907,-0.338378551276907,"ENSG00000170017","ALCAM"
"ALDH1A1",0.495581665542928,-0.495581665542927,0.626581906892474,0.626581906892474,0.731418568356973,0.731418568356974,0.0790550132137422,-0.0790550132137421,"ENSG00000165092","ALDH1A1"
