"","t_stat_NTC","t_stat_SCZ","p_value_NTC","p_value_SCZ","fdr_NTC","fdr_SCZ","logFC_NTC","logFC_SCZ","ensembl","gene"
"A2M",1.00481190442821,-1.00481190442821,0.329590279770569,0.32959027977057,0.780518728982109,0.780518728982109,0.167205388175663,-0.167205388175663,"ENSG00000175899","A2M"
"ABCA2",-0.66157171528433,0.661571715284329,0.517437974434869,0.51743797443487,0.834577378120757,0.834577378120758,-0.0538312984275715,0.0538312984275714,"ENSG00000107331","ABCA2"
"ABCG2",1.71428181864776,-1.71428181864776,0.105319076643115,0.105319076643115,0.581942079068641,0.581942079068643,0.263799025700291,-0.263799025700291,"ENSG00000118777","ABCG2"
"ACO1",1.38213572127943,-1.38213572127943,0.185474759498401,0.185474759498401,0.655631937144072,0.65563193714407,0.193471411065445,-0.193471411065445,"ENSG00000122729","ACO1"
"ACTA2",-0.0120446835279753,0.0120446835279754,0.99053534014508,0.99053534014508,0.993848167369645,0.993848167369645,-0.00165417673697983,0.00165417673697985,"ENSG00000107796","ACTA2"
"ACY3",-0.896959394370057,0.896959394370058,0.382724919169524,0.382724919169524,0.809273613878768,0.809273613878767,-0.137382021219551,0.137382021219552,"ENSG00000132744","ACY3"
"ADAM28",-0.495723680553945,0.495723680553946,0.626669554697609,0.626669554697608,0.892350027371062,0.892350027371063,-0.113633890573554,0.113633890573554,"ENSG00000042980","ADAM28"
"ADCYAP1",0.338232079330866,-0.338232079330866,0.739481527923522,0.739481527923523,0.933794797374602,0.933794797374602,0.0642100963700345,-0.0642100963700344,"ENSG00000141433","ADCYAP1"
"ADCYAP1R1",0.524561487108629,-0.52456148710863,0.606909688256293,0.606909688256293,0.891557990444999,0.891557990444998,0.0446789079466152,-0.0446789079466153,"ENSG00000078549","ADCYAP1R1"
"ADIRF",-1.42969777408573,1.42969777408572,0.171586203064085,0.171586203064085,0.655631937144072,0.65563193714407,-0.267449419664347,0.267449419664347,"ENSG00000148671","ADIRF"
"AIF1",-1.31679163422308,1.31679163422308,0.20602171730213,0.20602171730213,0.660578139775271,0.660578139775271,-0.288468240834011,0.288468240834011,"ENSG00000204472","AIF1"
"AJ009632.2",-0.196217155468907,0.196217155468908,0.846852106522587,0.846852106522586,0.9771370459876,0.9771370459876,-0.0257466549106675,0.0257466549106676,"ENSG00000229425","AJ009632.2"
"AK5",0.623931119791544,-0.623931119791543,0.541258999914733,0.541258999914733,0.850145026044084,0.850145026044084,0.0815299484507296,-0.0815299484507296,"ENSG00000154027","AK5"
"AKAP8L",0.172291114154404,-0.172291114154403,0.86531787495502,0.86531787495502,0.981392718287279,0.981392718287279,0.0257963085081271,-0.025796308508127,"ENSG00000011243","AKAP8L"
"AKT1",-0.157582151645085,0.157582151645084,0.876710828336636,0.876710828336636,0.981392718287279,0.981392718287279,-0.0130358478097759,0.0130358478097759,"ENSG00000142208","AKT1"
"ALCAM",1.89676463895447,-1.89676463895447,0.0756220768706033,0.0756220768706033,0.581942079068641,0.581942079068643,0.291416836946955,-0.291416836946955,"ENSG00000170017","ALCAM"
"ALDH1A1",1.66522863132103,-1.66522863132103,0.114860789507426,0.114860789507426,0.594107531934962,0.594107531934962,0.319718955260412,-0.319718955260412,"ENSG00000165092","ALDH1A1"
"ALOX5AP",-0.0144559271713384,0.0144559271713385,0.988640723744272,0.988640723744272,0.993848167369645,0.993848167369645,-0.00365003304709304,0.00365003304709307,"ENSG00000132965","ALOX5AP"
"ANLN",0.932972335838798,-0.932972335838796,0.364373724329531,0.364373724329533,0.809273613878768,0.809273613878767,0.199339614855811,-0.19933961485581,"ENSG00000011426","ANLN"
"APOLD1",-0.673419081391729,0.67341908139173,0.510064715505482,0.510064715505482,0.827131971089972,0.82713197108997,-0.102524458846733,0.102524458846733,"ENSG00000178878","APOLD1"
"AQP1",-2.28699308820562,2.28699308820562,0.0358042357024596,0.0358042357024596,0.581942079068641,0.581942079068643,-0.985719692734757,0.985719692734758,"ENSG00000240583","AQP1"
"AQP4",-0.72083584109256,0.720835841092561,0.481165014174787,0.481165014174787,0.821413820127312,0.821413820127313,-0.107043321650099,0.107043321650099,"ENSG00000171885","AQP4"
"ARPC1B",0.509574669941136,-0.509574669941136,0.617140878727935,0.617140878727934,0.891557990444999,0.891557990444998,0.0852776709217416,-0.0852776709217418,"ENSG00000130429","ARPC1B"
"ARPP19",1.87686605216111,-1.87686605216111,0.0784528257706348,0.0784528257706348,0.581942079068641,0.581942079068643,0.262243991080924,-0.262243991080924,"ENSG00000128989","ARPP19"
"ARRDC3",-1.73587284915031,1.73587284915031,0.101341852806944,0.101341852806944,0.581942079068641,0.581942079068643,-0.365784307032185,0.365784307032186,"ENSG00000113369","ARRDC3"
"ATP2B4",0.0845291824320389,-0.08452918243204,0.933659454219565,0.933659454219564,0.993184784133896,0.993184784133896,0.0098755101165187,-0.00987551011651883,"ENSG00000058668","ATP2B4"
"BAIAP3",-0.279603387184514,0.279603387184514,0.78327908939846,0.78327908939846,0.951351120726874,0.951351120726874,-0.0680838770959224,0.0680838770959224,"ENSG00000007516","BAIAP3"
"BCAS1",-3.13120020010744,3.13120020010744,0.00629635319403841,0.00629635319403839,0.472226489552881,0.472226489552879,-0.490489138754882,0.490489138754882,"ENSG00000064787","BCAS1"
"BCL6",-0.678139048557377,0.678139048557374,0.507144043786147,0.507144043786148,0.827131971089972,0.82713197108997,-0.169769965234513,0.169769965234512,"ENSG00000113916","BCL6"
"BDNF",-0.0502659424136916,0.050265942413692,0.960517868677668,0.960517868677668,0.993848167369645,0.993848167369645,-0.0104839564349522,0.0104839564349522,"ENSG00000176697","BDNF"
"BLCAP",1.49275482139354,-1.49275482139354,0.154497589564559,0.154497589564559,0.655631937144072,0.65563193714407,0.187780234198651,-0.187780234198651,"ENSG00000166619","BLCAP"
"C14orf132",1.09007617912527,-1.09007617912527,0.291444943659959,0.291444943659959,0.750867452206128,0.750867452206129,0.106908754432732,-0.106908754432733,"ENSG00000227051","C14orf132"
"C1QA",-2.23278310285916,2.23278310285916,0.0398338824195686,0.0398338824195685,0.581942079068641,0.581942079068643,-0.319278171006354,0.319278171006354,"ENSG00000173372","C1QA"
"C1QB",-1.44270697890187,1.44270697890187,0.16793906207402,0.167939062074019,0.655631937144072,0.65563193714407,-0.411383186391835,0.411383186391835,"ENSG00000173369","C1QB"
"C1QL2",1.47076382444693,-1.47076382444693,0.160289841715708,0.160289841715708,0.655631937144072,0.65563193714407,0.287504456562435,-0.287504456562435,"ENSG00000144119","C1QL2"
"C1orf61",1.40715777939036,-1.40715777939036,0.178058521343001,0.178058521343,0.655631937144072,0.65563193714407,0.278684921214072,-0.278684921214072,"ENSG00000125462","C1orf61"
"C3",-1.54206343809447,1.54206343809447,0.142140679355163,0.142140679355163,0.646093997068925,0.646093997068923,-0.463652235330791,0.463652235330792,"ENSG00000125730","C3"
"C4A",-1.26496741112492,1.26496741112492,0.223570757549978,0.223570757549978,0.693792490510961,0.69379249051096,-0.476376302027243,0.476376302027243,"ENSG00000244731","C4A"
"CABP1",1.07897158895774,-1.07897158895774,0.296221522091738,0.296221522091738,0.750867452206128,0.750867452206129,0.13712463609109,-0.13712463609109,"ENSG00000157782","CABP1"
"CACNA1C",-1.34834743322714,1.34834743322714,0.195883213700941,0.195883213700941,0.660578139775271,0.660578139775271,-0.172530610071713,0.172530610071713,"ENSG00000151067","CACNA1C"
"CALB1",-0.166286703146852,0.166286703146851,0.86996509746614,0.86996509746614,0.981392718287279,0.981392718287279,-0.0264395386568582,0.0264395386568582,"ENSG00000104327","CALB1"
"CALB2",-1.72648436210289,1.72648436210289,0.103054943727947,0.103054943727947,0.581942079068641,0.581942079068643,-0.204171862649205,0.204171862649205,"ENSG00000172137","CALB2"
"CAMK2N1",1.31470109343416,-1.31470109343416,0.206707854259133,0.206707854259133,0.660578139775271,0.660578139775271,0.130778086742184,-0.130778086742184,"ENSG00000162545","CAMK2N1"
"CAPN3",0.402488567334443,-0.402488567334443,0.692524471333964,0.692524471333964,0.915230578855459,0.91523057885546,0.0385345858891284,-0.0385345858891284,"ENSG00000092529","CAPN3"
"CAPZB",0.341159352770202,-0.341159352770203,0.737317359042745,0.737317359042744,0.933794797374602,0.933794797374602,0.0317007471723331,-0.0317007471723331,"ENSG00000077549","CAPZB"
"CARTPT",1.19587539454355,-1.19587539454355,0.248757932836089,0.248757932836089,0.731901717816586,0.731901717816586,0.284238860492635,-0.284238860492635,"ENSG00000164326","CARTPT"
"CASC3",-0.466816625936098,0.466816625936097,0.646775406007877,0.646775406007878,0.894159547476328,0.894159547476329,-0.0420720223579822,0.0420720223579822,"ENSG00000108349","CASC3"
"CCK",-0.0592651799659564,0.0592651799659565,0.95345739276854,0.95345739276854,0.993184784133896,0.993184784133896,-0.00904778407689937,0.00904778407689938,"ENSG00000187094","CCK"
"CCNI",0.700480148639063,-0.700480148639063,0.493450796964152,0.493450796964153,0.827131971089972,0.82713197108997,0.0856421286208444,-0.0856421286208444,"ENSG00000118816","CCNI"
"CD52",-2.40663652621021,2.40663652621021,0.0282180920671374,0.0282180920671375,0.581942079068641,0.581942079068643,-0.309095884534375,0.309095884534375,"ENSG00000169442","CD52"
"CD53",-1.19564193724437,1.19564193724437,0.248846584057639,0.248846584057639,0.731901717816586,0.731901717816586,-0.160576163885958,0.160576163885958,"ENSG00000143119","CD53"
"CD68",-1.06377691215436,1.06377691215436,0.302849872389805,0.302849872389805,0.750867452206128,0.750867452206129,-0.162956851859949,0.162956851859949,"ENSG00000129226","CD68"
